"","Country","Amount","FirstMth","LastMth","Months","Purchases","Amount.per.Purchase","Purchases.per.Month","Amount.per.Month"
"12843","United Kingdom",1702.26,4,11,8,103,16.5267961165049,12.875,212.7825
"12844","United Kingdom",325.96,9,12,4,52,6.26846153846154,13,81.49
"12845","United Kingdom",354.09,3,4,2,27,13.1144444444444,13.5,177.045
"12847","United Kingdom",871.54,12,12,1,91,9.57736263736264,91,871.54
"12849","United Kingdom",1050.89,4,12,9,51,20.6056862745098,5.66666666666667,116.765555555556
"12851","United Kingdom",135.18,10,10,1,50,2.7036,50,135.18
"12852","United Kingdom",311.55,3,3,1,17,18.3264705882353,17,311.55
"12853","United Kingdom",1957.1,2,8,7,78,25.0910256410256,11.1428571428571,279.585714285714
"12854","United Kingdom",1324.5,2,10,9,110,12.0409090909091,12.2222222222222,147.166666666667
"12855","United Kingdom",38.1,1,1,1,3,12.7,3,38.1
"12856","United Kingdom",1966.83,11,12,2,265,7.422,132.5,983.415
"12857","United Kingdom",1106.4,3,6,4,46,24.0521739130435,11.5,276.6
"12863","United Kingdom",521.2,11,11,1,5,104.24,5,521.2
"12864","United Kingdom",147.12,8,8,1,3,49.04,3,147.12
"12865","Austria",1568.23,9,12,4,95,16.5076842105263,23.75,392.0575
"12866","Belgium",559.12,4,4,1,26,21.5046153846154,26,559.12
"12867","United Kingdom",4036.82,1,12,12,538,7.50338289962825,44.8333333333333,336.401666666667
"12868","United Kingdom",1607.06,1,7,7,107,15.0192523364486,15.2857142857143,229.58
"12871","United Kingdom",380.64,6,10,5,11,34.6036363636364,2.2,76.128
"12872","United Kingdom",599.97,1,2,2,66,9.09045454545455,33,299.985
"12873","United Kingdom",374,4,4,1,4,93.5,4,374
"12875","United Kingdom",343.23,1,8,8,2,171.615,0.25,42.90375
"12876","Belgium",2218.02,6,11,6,85,26.0943529411765,14.1666666666667,369.67
"12877","United Kingdom",1436.11,1,12,12,146,9.8363698630137,12.1666666666667,119.675833333333
"12878","United Kingdom",854.99,4,5,2,47,18.1912765957447,23.5,427.495
"12879","United Kingdom",573.22,10,11,2,10,57.322,5,286.61
"12881","United Kingdom",298,4,4,1,7,42.5714285714286,7,298
"12882","United Kingdom",1463.04,12,12,1,13,112.541538461538,13,1463.04
"12883","United Kingdom",703.47,10,12,3,42,16.7492857142857,14,234.49
"12884","United Kingdom",309.05,10,10,1,7,44.15,7,309.05
"12885","United Kingdom",1175.22,9,11,3,71,16.5523943661972,23.6666666666667,391.74
"12886","United Kingdom",1378.4,6,11,6,82,16.809756097561,13.6666666666667,229.733333333333
"12888","United Kingdom",354.12,4,6,3,5,70.824,1.66666666666667,118.04
"12890","United Kingdom",380.47,12,12,1,82,4.63987804878049,82,380.47
"12891","United Kingdom",331,3,7,5,3,110.333333333333,0.6,66.2
"12893","United Kingdom",188.14,12,12,1,34,5.53352941176471,34,188.14
"12895","United Kingdom",372.8,10,11,2,22,16.9454545454545,11,186.4
"12897","United Kingdom",216.5,3,6,4,4,54.125,1,54.125
"12901","United Kingdom",16874.54,4,12,9,115,146.735130434783,12.7777777777778,1874.94888888889
"12902","United Kingdom",138.68,4,4,1,10,13.868,10,138.68
"12904","United Kingdom",509.58,7,12,6,72,7.0775,12,84.93
"12906","United Kingdom",2919.81,10,12,3,63,46.3461904761905,21,973.27
"12908","United Kingdom",750,2,7,6,2,375,0.333333333333333,125
"12909","United Kingdom",2178.67,4,11,8,91,23.9414285714286,11.375,272.33375
"12910","United Kingdom",3075.04,5,12,8,75,41.0005333333333,9.375,384.38
"12912","United Kingdom",858.06,11,12,2,13,66.0046153846154,6.5,429.03
"12913","United Kingdom",1948.53,1,12,12,37,52.662972972973,3.08333333333333,162.3775
"12915","United Kingdom",363.65,1,8,8,22,16.5295454545455,2.75,45.45625
"12916","United Kingdom",3006.15,2,8,7,107,28.0948598130841,15.2857142857143,429.45
"12917","United Kingdom",594,9,9,1,2,297,2,594
"12919","United Kingdom",1047.29,7,12,6,42,24.9354761904762,7,174.548333333333
"12920","United Kingdom",164.23,12,12,1,28,5.86535714285714,28,164.23
"12921","United Kingdom",16587.09,1,12,12,720,23.037625,60,1382.2575
"12922","United Kingdom",405.38,8,8,1,28,14.4778571428571,28,405.38
"12923","United Kingdom",176.97,11,11,1,29,6.10241379310345,29,176.97
"12924","United Kingdom",933.7,2,10,9,30,31.1233333333333,3.33333333333333,103.744444444444
"12925","United Kingdom",368.31,10,10,1,23,16.0134782608696,23,368.31
"12928","United Kingdom",2062.7,1,12,12,84,24.5559523809524,7,171.891666666667
"12929","United Kingdom",117.85,3,3,1,8,14.73125,8,117.85
"12930","United Kingdom",415.8,7,10,4,25,16.632,6.25,103.95
"12931","United Kingdom",42055.96,1,12,12,82,512.87756097561,6.83333333333333,3504.66333333333
"12933","United Kingdom",607.53,4,12,9,106,5.73141509433962,11.7777777777778,67.5033333333333
"12935","United Kingdom",1816.92,2,12,11,110,16.5174545454545,10,165.174545454545
"12936","United Kingdom",1063.9,10,12,3,62,17.1596774193548,20.6666666666667,354.633333333333
"12937","United Kingdom",1504.27,4,12,9,120,12.5355833333333,13.3333333333333,167.141111111111
"12938","United Kingdom",114.14,12,12,1,9,12.6822222222222,9,114.14
"12939","United Kingdom",11581.8,2,11,10,47,246.421276595745,4.7,1158.18
"12940","United Kingdom",913.54,10,11,2,99,9.22767676767677,49.5,456.77
"12942","United Kingdom",683.9,1,8,8,75,9.11866666666667,9.375,85.4875
"12944","United Kingdom",604.51,1,12,12,30,20.1503333333333,2.5,50.3758333333333
"12945","United Kingdom",462.95,3,3,1,23,20.1282608695652,23,462.95
"12947","United Kingdom",1603.99,1,8,8,97,16.5359793814433,12.125,200.49875
"12948","United Kingdom",2064.95,4,12,9,116,17.8012931034483,12.8888888888889,229.438888888889
"12949","United Kingdom",4167.22,5,12,8,215,19.3824186046512,26.875,520.9025
"12950","United Kingdom",311.6,12,12,1,7,44.5142857142857,7,311.6
"12951","United Kingdom",751.78,2,7,6,45,16.7062222222222,7.5,125.296666666667
"12952","United Kingdom",1090.06,10,11,2,61,17.8698360655738,30.5,545.03
"12953","United Kingdom",329.85,12,12,1,17,19.4029411764706,17,329.85
"12955","United Kingdom",3949.94,4,12,9,160,24.687125,17.7777777777778,438.882222222222
"12956","United Kingdom",108.07,3,3,1,19,5.6878947368421,19,108.07
"12957","United Kingdom",4017.54,2,12,11,238,16.8804201680672,21.6363636363636,365.230909090909
"12962","United Kingdom",170.54,9,9,1,11,15.5036363636364,11,170.54
"12963","United Kingdom",1591.98,1,12,12,83,19.1804819277108,6.91666666666667,132.665
"12965","United Kingdom",771.91,10,10,1,109,7.08174311926606,109,771.91
"12966","United Kingdom",160.18,12,12,1,10,16.018,10,160.18
"12967","United Kingdom",1660.9,1,1,1,19,87.4157894736842,19,1660.9
"12968","United Kingdom",135.95,9,9,1,5,27.19,5,135.95
"12970","United Kingdom",23.8,2,2,1,8,2.975,8,23.8
"12971","United Kingdom",11028.01,1,12,12,300,36.7600333333333,25,919.000833333333
"12974","United Kingdom",144.8,6,6,1,8,18.1,8,144.8
"12976","United Kingdom",738.6,6,6,1,22,33.5727272727273,22,738.6
"12977","United Kingdom",39.24,8,8,1,9,4.36,9,39.24
"12980","United Kingdom",7374.9,1,8,8,20,368.745,2.5,921.8625
"12981","United Kingdom",372.22,8,12,5,20,18.611,4,74.444
"12982","United Kingdom",390.54,5,5,1,28,13.9478571428571,28,390.54
"12984","United Kingdom",97.5,12,12,1,4,24.375,4,97.5
"12985","United Kingdom",754.38,12,12,1,52,14.5073076923077,52,754.38
"12987","United Kingdom",558.7,6,10,5,28,19.9535714285714,5.6,111.74
"12988","United Kingdom",535.32,3,3,1,92,5.81869565217391,92,535.32
"12989","United Kingdom",6794.98,1,12,12,40,169.8745,3.33333333333333,566.248333333333
"12990","United Kingdom",409.5,3,12,10,13,31.5,1.3,40.95
"12991","United Kingdom",503.76,9,12,4,31,16.2503225806452,7.75,125.94
"12993","United Kingdom",414.76,3,12,10,27,15.3614814814815,2.7,41.476
"12994","United Kingdom",645.47,4,9,6,41,15.7431707317073,6.83333333333333,107.578333333333
"12995","United Kingdom",211.32,10,10,1,3,70.44,3,211.32
"12997","United Kingdom",1226.89,2,12,11,59,20.7947457627119,5.36363636363636,111.535454545455
"12999","United Kingdom",455.88,5,6,2,28,16.2814285714286,14,227.94
"13000","United Kingdom",534.85,1,9,9,31,17.2532258064516,3.44444444444444,59.4277777777778
"13001","United Kingdom",9227.81,2,12,11,324,28.4808950617284,29.4545454545455,838.891818181818
"13002","United Kingdom",120.95,2,2,1,7,17.2785714285714,7,120.95
"13003","United Kingdom",149.05,6,9,4,6,24.8416666666667,1.5,37.2625
"13004","United Kingdom",5655.91,1,12,12,404,13.9997772277228,33.6666666666667,471.325833333333
"13005","United Kingdom",513.7,5,7,3,26,19.7576923076923,8.66666666666667,171.233333333333
"13006","United Kingdom",81.57,11,11,1,4,20.3925,4,81.57
"13008","United Kingdom",229.47,2,2,1,14,16.3907142857143,14,229.47
"13011","United Kingdom",50.55,1,1,1,3,16.85,3,50.55
"13012","United Kingdom",1661.84,3,12,10,89,18.6723595505618,8.9,166.184
"13013","United Kingdom",4515.84,1,12,12,211,21.4020853080569,17.5833333333333,376.32
"13014","United Kingdom",3466.28,4,12,9,110,31.5116363636364,12.2222222222222,385.142222222222
"13015","United Kingdom",3346.28,5,11,7,176,19.0129545454545,25.1428571428571,478.04
"13016","United Kingdom",789.89,9,10,2,47,16.806170212766,23.5,394.945
"13018","United Kingdom",7277.7,3,12,10,458,15.8901746724891,45.8,727.77
"13021","United Kingdom",2310.95,1,12,12,116,19.9219827586207,9.66666666666667,192.579166666667
"13023","United Kingdom",689.9,9,11,3,40,17.2475,13.3333333333333,229.966666666667
"13026","United Kingdom",774.84,4,12,9,26,29.8015384615385,2.88888888888889,86.0933333333333
"13027","United Kingdom",6912,1,9,9,26,265.846153846154,2.88888888888889,768
"13028","United Kingdom",661.32,11,12,2,45,14.696,22.5,330.66
"13029","United Kingdom",1247.5,1,12,12,10,124.75,0.833333333333333,103.958333333333
"13030","United Kingdom",799.48,1,12,12,99,8.07555555555555,8.25,66.6233333333333
"13032","United Kingdom",1010.18,10,11,2,71,14.2278873239437,35.5,505.09
"13033","United Kingdom",190.55,1,1,1,11,17.3227272727273,11,190.55
"13034","United Kingdom",642.77,1,11,11,37,17.3721621621622,3.36363636363636,58.4336363636364
"13035","United Kingdom",921.88,4,10,7,27,34.1437037037037,3.85714285714286,131.697142857143
"13037","United Kingdom",881.07,4,8,5,48,18.355625,9.6,176.214
"13038","United Kingdom",908.46,3,10,8,28,32.445,3.5,113.5575
"13040","United Kingdom",303.25,12,12,1,21,14.4404761904762,21,303.25
"13043","United Kingdom",516.42,4,4,1,13,39.7246153846154,13,516.42
"13044","United Kingdom",560.47,3,3,1,33,16.9839393939394,33,560.47
"13045","United Kingdom",305.28,10,10,1,18,16.96,18,305.28
"13046","United Kingdom",629.31,4,12,9,35,17.9802857142857,3.88888888888889,69.9233333333333
"13047","United Kingdom",3237.54,1,12,12,172,18.8229069767442,14.3333333333333,269.795
"13048","United Kingdom",1835.91,2,12,11,136,13.4993382352941,12.3636363636364,166.900909090909
"13049","United Kingdom",656.68,2,11,10,14,46.9057142857143,1.4,65.668
"13050","United Kingdom",5836.86,1,12,12,403,14.483523573201,33.5833333333333,486.405
"13052","United Kingdom",348.15,6,6,1,18,19.3416666666667,18,348.15
"13055","United Kingdom",1214.41,6,10,5,76,15.9790789473684,15.2,242.882
"13058","United Kingdom",271.4,8,12,5,8,33.925,1.6,54.28
"13059","United Kingdom",183.4,5,5,1,8,22.925,8,183.4
"13060","United Kingdom",307.53,4,4,1,15,20.502,15,307.53
"13061","United Kingdom",248.61,10,10,1,10,24.861,10,248.61
"13062","United Kingdom",346.98,7,7,1,11,31.5436363636364,11,346.98
"13064","United Kingdom",1119.49,2,12,11,69,16.2244927536232,6.27272727272727,101.771818181818
"13065","United Kingdom",205.86,1,1,1,14,14.7042857142857,14,205.86
"13066","United Kingdom",470.8,12,12,1,48,9.80833333333333,48,470.8
"13067","United Kingdom",115.46,10,10,1,15,7.69733333333333,15,115.46
"13068","United Kingdom",344,2,12,11,2,172,0.181818181818182,31.2727272727273
"13069","United Kingdom",4155.88,1,12,12,406,10.236157635468,33.8333333333333,346.323333333333
"13070","United Kingdom",228.8,6,6,1,9,25.4222222222222,9,228.8
"13072","United Kingdom",177.15,4,4,1,7,25.3071428571429,7,177.15
"13075","United Kingdom",919.61,9,9,1,22,41.8004545454545,22,919.61
"13077","United Kingdom",577.44,1,3,3,63,9.16571428571429,21,192.48
"13078","United Kingdom",11788.86,1,12,12,349,33.7789684813754,29.0833333333333,982.405
"13079","United Kingdom",190.1,8,12,5,5,38.02,1,38.02
"13080","United Kingdom",58.08,7,7,1,6,9.68,6,58.08
"13081","United Kingdom",28337.38,1,12,12,1028,27.5655447470817,85.6666666666667,2361.44833333333
"13082","United Kingdom",3613.63,2,9,8,73,49.5017808219178,9.125,451.70375
"13083","United Kingdom",192.39,10,10,1,14,13.7421428571429,14,192.39
"13085","United Kingdom",416.08,3,8,6,22,18.9127272727273,3.66666666666667,69.3466666666667
"13089","United Kingdom",54144.21,1,12,12,1729,31.3153325621747,144.083333333333,4512.0175
"13090","United Kingdom",8555.44,1,12,12,150,57.0362666666667,12.5,712.953333333333
"13091","United Kingdom",345.82,12,12,1,21,16.467619047619,21,345.82
"13092","United Kingdom",477.83,1,10,10,25,19.1132,2.5,47.783
"13093","United Kingdom",7832.47,1,4,4,159,49.2608176100629,39.75,1958.1175
"13094","United Kingdom",1927.32,1,12,12,24,80.305,2,160.61
"13095","United Kingdom",74.4,10,10,1,6,12.4,6,74.4
"13097","United Kingdom",6010.42,1,12,12,423,14.2090307328605,35.25,500.868333333333
"13098","United Kingdom",26516.68,2,12,11,540,49.104962962963,49.0909090909091,2410.60727272727
"13099","United Kingdom",207.36,10,10,1,1,207.36,1,207.36
"13101","United Kingdom",101.19,5,5,1,8,12.64875,8,101.19
"13102","United Kingdom",5921.96,1,12,12,282,20.9998581560284,23.5,493.496666666667
"13103","United Kingdom",243.94,11,11,1,8,30.4925,8,243.94
"13104","United Kingdom",759,1,11,11,16,47.4375,1.45454545454545,69
"13106","United Kingdom",76.5,8,8,1,1,76.5,1,76.5
"13107","United Kingdom",1531.62,2,11,10,58,26.4072413793103,5.8,153.162
"13108","United Kingdom",350.06,1,1,1,10,35.006,10,350.06
"13109","United Kingdom",786.54,8,11,4,47,16.7348936170213,11.75,196.635
"13110","United Kingdom",1488.67,3,12,10,145,10.2666896551724,14.5,148.867
"13113","United Kingdom",11906.76,1,12,12,197,60.4404060913706,16.4166666666667,992.23
"13115","United Kingdom",2294.78,7,12,6,120,19.1231666666667,20,382.463333333333
"13116","United Kingdom",501.14,8,8,1,30,16.7046666666667,30,501.14
"13117","United Kingdom",984.91,1,12,12,76,12.9593421052632,6.33333333333333,82.0758333333333
"13118","United Kingdom",1197.81,3,12,10,79,15.1621518987342,7.9,119.781
"13120","United Kingdom",30.6,5,5,1,1,30.6,1,30.6
"13121","United Kingdom",283.73,4,4,1,50,5.6746,50,283.73
"13122","United Kingdom",922.39,5,10,6,55,16.7707272727273,9.16666666666667,153.731666666667
"13124","United Kingdom",3866.33,1,10,10,235,16.4524680851064,23.5,386.633
"13126","United Kingdom",1730.2,1,11,11,110,15.7290909090909,10,157.290909090909
"13127","United Kingdom",259.17,10,10,1,15,17.278,15,259.17
"13130","United Kingdom",64,10,10,1,2,32,2,64
"13131","United Kingdom",1073.3,7,12,6,44,24.3931818181818,7.33333333333333,178.883333333333
"13132","United Kingdom",77.3,4,4,1,3,25.7666666666667,3,77.3
"13133","United Kingdom",109.8,3,4,2,7,15.6857142857143,3.5,54.9
"13134","United Kingdom",1793.58,5,10,6,98,18.3018367346939,16.3333333333333,298.93
"13135","United Kingdom",3096,6,6,1,1,3096,1,3096
"13136","United Kingdom",2607.61,6,11,6,127,20.5323622047244,21.1666666666667,434.601666666667
"13137","United Kingdom",3650.41,3,12,10,704,5.18524147727273,70.4,365.041
"13138","United Kingdom",962.39,1,12,12,63,15.2760317460317,5.25,80.1991666666667
"13139","United Kingdom",5064.94,4,12,9,170,29.7937647058823,18.8888888888889,562.771111111111
"13140","United Kingdom",423.72,1,9,9,46,9.21130434782609,5.11111111111111,47.08
"13141","United Kingdom",2388.75,2,10,9,135,17.6944444444444,15,265.416666666667
"13142","United Kingdom",307.09,12,12,1,23,13.3517391304348,23,307.09
"13144","United Kingdom",110.95,2,2,1,3,36.9833333333333,3,110.95
"13145","United Kingdom",618.52,1,11,11,6,103.086666666667,0.545454545454545,56.2290909090909
"13146","United Kingdom",228.91,12,12,1,17,13.4652941176471,17,228.91
"13147","United Kingdom",712.8,10,12,3,4,178.2,1.33333333333333,237.6
"13148","United Kingdom",3707.12,1,12,12,319,11.621065830721,26.5833333333333,308.926666666667
"13149","United Kingdom",1676.06,3,12,10,86,19.4890697674419,8.6,167.606
"13151","United Kingdom",1257.87,3,3,1,74,16.9982432432432,74,1257.87
"13155","United Kingdom",971.76,1,12,12,85,11.4324705882353,7.08333333333333,80.98
"13157","United Kingdom",1741.22,3,11,9,87,20.0140229885057,9.66666666666667,193.468888888889
"13158","United Kingdom",1201.06,2,10,9,79,15.2032911392405,8.77777777777778,133.451111111111
"13159","United Kingdom",1155.29,9,11,3,98,11.7886734693878,32.6666666666667,385.096666666667
"13160","United Kingdom",91.8,12,12,1,4,22.95,4,91.8
"13161","United Kingdom",112.75,2,2,1,8,14.09375,8,112.75
"13162","United Kingdom",1688.29,2,9,8,79,21.3707594936709,9.875,211.03625
"13165","United Kingdom",1021.48,1,11,11,42,24.3209523809524,3.81818181818182,92.8618181818182
"13166","United Kingdom",417.2,4,4,1,41,10.1756097560976,41,417.2
"13167","United Kingdom",791.33,8,12,5,65,12.1743076923077,13,158.266
"13168","United Kingdom",1319.19,2,12,11,131,10.0701526717557,11.9090909090909,119.926363636364
"13169","United Kingdom",712.88,5,11,7,13,54.8369230769231,1.85714285714286,101.84
"13170","United Kingdom",116.01,12,12,1,32,3.6253125,32,116.01
"13171","United Kingdom",468.41,3,12,10,46,10.1828260869565,4.6,46.841
"13173","United Kingdom",165.94,1,1,1,23,7.21478260869565,23,165.94
"13174","United Kingdom",2817.03,1,12,12,314,8.97143312101911,26.1666666666667,234.7525
"13176","United Kingdom",492.84,11,11,1,72,6.845,72,492.84
"13177","United Kingdom",282.45,11,11,1,17,16.6147058823529,17,282.45
"13178","United Kingdom",5725.47,1,12,12,265,21.6055471698113,22.0833333333333,477.1225
"13182","United Kingdom",121.18,11,11,1,11,11.0163636363636,11,121.18
"13183","United Kingdom",3528.72,2,12,11,88,40.0990909090909,8,320.792727272727
"13184","United Kingdom",1701.29,3,12,10,181,9.39939226519337,18.1,170.129
"13185","United Kingdom",71.4,4,4,1,1,71.4,1,71.4
"13186","United Kingdom",1575.89,9,11,3,79,19.9479746835443,26.3333333333333,525.296666666667
"13187","United Kingdom",236.02,2,2,1,37,6.37891891891892,37,236.02
"13188","United Kingdom",114.6,12,12,1,2,57.3,2,114.6
"13189","United Kingdom",260.68,9,12,4,29,8.98896551724138,7.25,65.17
"13192","United Kingdom",911.94,6,10,5,63,14.4752380952381,12.6,182.388
"13193","United Kingdom",117.88,11,11,1,29,4.0648275862069,29,117.88
"13194","United Kingdom",60.7,8,8,1,3,20.2333333333333,3,60.7
"13196","United Kingdom",1797.78,4,12,9,110,16.3434545454545,12.2222222222222,199.753333333333
"13198","United Kingdom",3401.24,1,12,12,226,15.0497345132743,18.8333333333333,283.436666666667
"13199","United Kingdom",9175.3,1,12,12,111,82.6603603603604,9.25,764.608333333333
"13200","United Kingdom",870.09,9,12,4,46,18.915,11.5,217.5225
"13203","United Kingdom",869.46,5,12,8,57,15.2536842105263,7.125,108.6825
